Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
1;10/05/2026 23:52:26;;Souscription en cours;Coordonnées personnelles;787.66
2;10/05/2026 23:52:26;;Souscription en cours;Coordonnées personnelles;278.07
3;10/05/2026 23:13:24;;Souscription en cours;Informations complémentaires (Etablissements, etc.);657.67
4;10/05/2026 23:13:24;;Souscription en cours;Informations complémentaires (Etablissements, etc.);747.90
5;10/05/2026 22:08:12;;Souscription non démarrée;Parcours non démarré;812.69
6;10/05/2026 22:08:12;;Souscription non démarrée;Parcours non démarré;907.34
7;10/05/2026 22:06:04;;Souscription non démarrée;Parcours non démarré;230.89
8;10/05/2026 22:06:04;;Souscription non démarrée;Parcours non démarré;466.94
9;10/05/2026 22:03:58;;Souscription non démarrée;Parcours non démarré;889.51
10;10/05/2026 22:03:58;;Souscription non démarrée;Parcours non démarré;702.07
11;10/05/2026 21:39:58;;Souscription en cours;Choix de l'offre et livraison;945.91
12;10/05/2026 21:39:58;;Souscription en cours;Choix de l'offre et livraison;811.95
13;10/05/2026 21:34:20;;Souscription en cours;Synchronisation référentiel personne NOVA;653.37
14;10/05/2026 21:34:20;;Souscription en cours;Synchronisation référentiel personne NOVA;279.14
15;10/05/2026 21:25:30;;Dossier validé;Parcours terminé;975.06
16;10/05/2026 21:25:30;;Dossier validé;Parcours terminé;582.74
17;10/05/2026 21:16:01;;Souscription en cours;Coordonnées personnelles;126.20
18;10/05/2026 21:16:01;;Souscription en cours;Coordonnées personnelles;323.49
19;10/05/2026 21:01:00;;Souscription non démarrée;Parcours non démarré;745.07
20;10/05/2026 21:01:00;;Souscription non démarrée;Parcours non démarré;928.40
21;10/05/2026 20:19:43;;Souscription en cours;Coordonnées personnelles;952.34
22;10/05/2026 20:19:43;;Souscription en cours;Coordonnées personnelles;267.46
23;10/05/2026 19:20:24;;Souscription non démarrée;Parcours non démarré;309.36
24;10/05/2026 19:20:24;;Souscription non démarrée;Parcours non démarré;852.72
25;10/05/2026 19:08:20;;Souscription non démarrée;Parcours non démarré;198.42
26;10/05/2026 19:08:20;;Souscription non démarrée;Parcours non démarré;477.21
27;10/05/2026 17:10:23;;Souscription en cours;Vérification d'identité;333.62
28;10/05/2026 17:10:23;;Souscription en cours;Vérification d'identité;658.14
29;10/05/2026 16:53:49;;Souscription en cours;Choix de l'offre et livraison;705.70
30;10/05/2026 16:53:49;;Souscription en cours;Choix de l'offre et livraison;288.06
31;10/05/2026 16:51:57;;Souscription en cours;Signature Contrat;331.61
32;10/05/2026 16:51:57;;Souscription en cours;Signature Contrat;296.15
33;10/05/2026 16:28:27;;Souscription en cours;Synchronisation référentiel personne NOVA;558.13
34;10/05/2026 16:28:27;;Souscription en cours;Synchronisation référentiel personne NOVA;901.26
35;10/05/2026 16:15:55;;Souscription en cours;Coordonnées personnelles;340.51
36;10/05/2026 16:15:55;;Souscription en cours;Coordonnées personnelles;390.78
37;10/05/2026 15:59:50;;Souscription en cours;Coordonnées personnelles;167.09
38;10/05/2026 15:59:50;;Souscription en cours;Coordonnées personnelles;863.63
39;10/05/2026 15:58:47;;Souscription en cours;Coordonnées personnelles;955.51
40;10/05/2026 15:58:47;;Souscription en cours;Coordonnées personnelles;104.82
41;10/05/2026 15:57:41;;Souscription en cours;Coordonnées personnelles;288.96
42;10/05/2026 15:57:41;;Souscription en cours;Coordonnées personnelles;145.72
43;10/05/2026 15:44:43;;Souscription en cours;Choix de l'offre et livraison;293.29
44;10/05/2026 15:44:43;;Souscription en cours;Choix de l'offre et livraison;774.61
45;10/05/2026 15:40:33;;Souscription en cours;Coordonnées personnelles;271.29
46;10/05/2026 15:40:33;;Souscription en cours;Coordonnées personnelles;666.13
47;10/05/2026 15:24:05;;Souscription en cours;Vérification d'identité;823.78
48;10/05/2026 15:24:05;;Souscription en cours;Vérification d'identité;147.19
49;10/05/2026 15:10:49;;Souscription en cours;Informations complémentaires (Etablissements, etc.);804.37
50;10/05/2026 15:10:49;;Souscription en cours;Informations complémentaires (Etablissements, etc.);128.10
51;10/05/2026 15:10:23;;Souscription en cours;Choix de l'offre et livraison;888.13
52;10/05/2026 15:10:23;;Souscription en cours;Choix de l'offre et livraison;225.12
53;10/05/2026 14:52:51;;Souscription en cours;Coordonnées personnelles;708.34
54;10/05/2026 14:52:51;;Souscription en cours;Coordonnées personnelles;386.51
55;10/05/2026 14:06:24;;Souscription en cours;Signature Contrat;216.47
56;10/05/2026 14:06:24;;Souscription en cours;Signature Contrat;337.21
57;10/05/2026 13:54:14;;Souscription en cours;Coordonnées personnelles;834.66
58;10/05/2026 13:54:14;;Souscription en cours;Coordonnées personnelles;308.71
59;10/05/2026 13:20:03;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;968.33
60;10/05/2026 13:20:03;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;846.16
61;10/05/2026 13:15:49;;Souscription en cours;Coordonnées personnelles;383.19
62;10/05/2026 13:15:49;;Souscription en cours;Coordonnées personnelles;874.46
63;10/05/2026 12:53:24;;Souscription en cours;Coordonnées personnelles;729.92
64;10/05/2026 12:53:24;;Souscription en cours;Coordonnées personnelles;348.58
65;10/05/2026 12:44:17;;Souscription en cours;Informations complémentaires (Etablissements, etc.);399.06
66;10/05/2026 12:44:17;;Souscription en cours;Informations complémentaires (Etablissements, etc.);342.01
67;10/05/2026 12:39:23;;Souscription en cours;Coordonnées personnelles;464.88
68;10/05/2026 12:39:23;;Souscription en cours;Coordonnées personnelles;746.26
69;10/05/2026 12:32:49;;Souscription non démarrée;Parcours non démarré;104.10
70;10/05/2026 12:32:49;;Souscription non démarrée;Parcours non démarré;722.69
71;10/05/2026 12:32:40;;Souscription en cours;Choix de l'offre et livraison;362.97
72;10/05/2026 12:32:40;;Souscription en cours;Choix de l'offre et livraison;796.68
73;10/05/2026 12:21:40;;Souscription en cours;Coordonnées personnelles;522.93
74;10/05/2026 12:21:40;;Souscription en cours;Coordonnées personnelles;737.92
75;10/05/2026 12:16:56;;Souscription non démarrée;Parcours non démarré;783.90
76;10/05/2026 12:16:56;;Souscription non démarrée;Parcours non démarré;348.26
77;10/05/2026 12:13:25;;Souscription en cours;Coordonnées personnelles;452.19
78;10/05/2026 12:13:25;;Souscription en cours;Coordonnées personnelles;141.51
79;10/05/2026 11:51:42;;Souscription non démarrée;Parcours non démarré;260.39
80;10/05/2026 11:51:42;;Souscription non démarrée;Parcours non démarré;202.30
81;10/05/2026 11:09:38;;Souscription en cours;Coordonnées personnelles;356.21
82;10/05/2026 11:09:38;;Souscription en cours;Coordonnées personnelles;576.67
83;10/05/2026 11:04:36;;Souscription en cours;Vérification d'identité;858.05
84;10/05/2026 11:04:36;;Souscription en cours;Vérification d'identité;540.23
85;10/05/2026 11:02:58;;Dossier validé;Parcours terminé;540.42
86;10/05/2026 11:02:58;;Dossier validé;Parcours terminé;570.34
87;10/05/2026 10:50:49;;Souscription en cours;Coordonnées personnelles;108.89
88;10/05/2026 10:50:49;;Souscription en cours;Coordonnées personnelles;567.49
89;10/05/2026 10:36:34;;Dossier validé;Parcours terminé;558.77
90;10/05/2026 10:36:34;;Dossier validé;Parcours terminé;696.67
91;10/05/2026 10:27:44;;Souscription en cours;Choix de l'offre et livraison;441.49
92;10/05/2026 10:27:44;;Souscription en cours;Choix de l'offre et livraison;782.59
93;10/05/2026 10:24:44;;Souscription en cours;Signature Contrat;108.74
94;10/05/2026 10:24:44;;Souscription en cours;Signature Contrat;159.34
95;10/05/2026 10:05:43;;Souscription en cours;Signature Contrat;847.95
96;10/05/2026 10:05:43;;Souscription en cours;Signature Contrat;178.47
97;10/05/2026 09:36:12;;Souscription en cours;Signature Contrat;953.85
98;10/05/2026 09:36:12;;Souscription en cours;Signature Contrat;508.02
99;10/05/2026 09:12:08;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;604.83
100;10/05/2026 09:12:08;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;550.94
101;10/05/2026 08:42:52;;Souscription non démarrée;Parcours non démarré;897.59
102;10/05/2026 08:42:52;;Souscription non démarrée;Parcours non démarré;179.73
103;10/05/2026 08:36:36;;Souscription en cours;Coordonnées personnelles;988.16
104;10/05/2026 08:36:36;;Souscription en cours;Coordonnées personnelles;847.80
105;10/05/2026 08:20:50;;Souscription en cours;Choix de l'offre et livraison;927.99
106;10/05/2026 08:20:50;;Souscription en cours;Choix de l'offre et livraison;511.36
107;10/05/2026 08:09:28;;Souscription en cours;Coordonnées personnelles;674.90
108;10/05/2026 08:09:28;;Souscription en cours;Coordonnées personnelles;799.69
109;10/05/2026 06:06:22;;Souscription en cours;Choix de l'offre et livraison;642.00
110;10/05/2026 06:06:22;;Souscription en cours;Choix de l'offre et livraison;692.21
111;10/05/2026 04:44:14;;Souscription non démarrée;Parcours non démarré;377.85
112;10/05/2026 04:44:14;;Souscription non démarrée;Parcours non démarré;987.09
113;09/05/2026 23:38:54;;Dossier validé;Parcours terminé;585.11
114;09/05/2026 23:38:54;;Dossier validé;Parcours terminé;353.60
115;09/05/2026 23:31:46;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;698.88
116;09/05/2026 23:31:46;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;244.58
117;09/05/2026 22:51:25;;Souscription en cours;Signature Contrat;361.33
118;09/05/2026 22:51:25;;Souscription en cours;Signature Contrat;561.56
119;09/05/2026 22:36:29;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;651.50
120;09/05/2026 22:36:29;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;260.37
121;09/05/2026 22:32:23;;Dossier validé;Parcours terminé;906.48
122;09/05/2026 22:32:23;;Dossier validé;Parcours terminé;790.51
123;09/05/2026 22:25:18;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;942.15
124;09/05/2026 22:25:18;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;738.48
125;09/05/2026 22:01:39;;Souscription en cours;Coordonnées personnelles;486.58
126;09/05/2026 22:01:39;;Souscription en cours;Coordonnées personnelles;446.01
127;09/05/2026 21:55:28;;Souscription en cours;Vérification d'identité;483.41
128;09/05/2026 21:55:28;;Souscription en cours;Vérification d'identité;389.35
129;09/05/2026 21:48:15;;Souscription en cours;Coordonnées personnelles;368.03
130;09/05/2026 21:48:15;;Souscription en cours;Coordonnées personnelles;786.18
131;09/05/2026 21:10:13;;Souscription en cours;Choix de l'offre et livraison;703.46
132;09/05/2026 21:10:13;;Souscription en cours;Choix de l'offre et livraison;510.09
133;09/05/2026 21:06:54;;Souscription en cours;Vérification d'identité;865.94
134;09/05/2026 21:06:54;;Souscription en cours;Vérification d'identité;867.81
135;09/05/2026 21:04:33;;Dossier refusé;Saisie société;306.02
136;09/05/2026 21:04:33;;Dossier refusé;Saisie société;651.96
137;09/05/2026 21:04:07;;Souscription non démarrée;Parcours non démarré;844.13
138;09/05/2026 21:04:07;;Souscription non démarrée;Parcours non démarré;967.17
139;09/05/2026 20:38:18;;Souscription en cours;Choix de l'offre et livraison;108.02
140;09/05/2026 20:38:18;;Souscription en cours;Choix de l'offre et livraison;635.99
141;09/05/2026 20:37:13;;Souscription en cours;Signature Contrat;104.57
142;09/05/2026 20:37:13;;Souscription en cours;Signature Contrat;769.34
143;09/05/2026 19:43:10;;Souscription en cours;Choix de l'offre et livraison;367.63
144;09/05/2026 19:43:10;;Souscription en cours;Choix de l'offre et livraison;811.20
145;09/05/2026 19:30:21;;Souscription en cours;Coordonnées personnelles;194.55
146;09/05/2026 19:30:21;;Souscription en cours;Coordonnées personnelles;964.77
147;09/05/2026 19:28:55;;Souscription non démarrée;Parcours non démarré;755.85
148;09/05/2026 19:28:55;;Souscription non démarrée;Parcours non démarré;254.63
149;09/05/2026 18:59:41;;Souscription en cours;Coordonnées personnelles;436.74
150;09/05/2026 18:59:41;;Souscription en cours;Coordonnées personnelles;908.51
151;09/05/2026 18:41:51;;Dossier validé;Parcours terminé;417.29
152;09/05/2026 18:41:51;;Dossier validé;Parcours terminé;333.08
153;09/05/2026 18:27:42;;Souscription en cours;Synchronisation référentiel personne NOVA;205.18
154;09/05/2026 18:27:42;;Souscription en cours;Synchronisation référentiel personne NOVA;408.35
155;09/05/2026 18:16:19;;Souscription en cours;Coordonnées personnelles;977.41
156;09/05/2026 18:16:19;;Souscription en cours;Coordonnées personnelles;870.97
157;09/05/2026 18:13:29;;Souscription en cours;Coordonnées personnelles;701.50
158;09/05/2026 18:13:29;;Souscription en cours;Coordonnées personnelles;282.54
159;09/05/2026 17:34:15;;Souscription en cours;Signature Contrat;977.85
160;09/05/2026 17:34:15;;Souscription en cours;Signature Contrat;546.63
161;09/05/2026 17:27:18;;Souscription en cours;Choix de l'offre et livraison;574.37
162;09/05/2026 17:27:18;;Souscription en cours;Choix de l'offre et livraison;321.35
163;09/05/2026 17:21:43;;Souscription en cours;Coordonnées personnelles;170.58
164;09/05/2026 17:21:43;;Souscription en cours;Coordonnées personnelles;493.76
165;09/05/2026 16:51:52;;Souscription en cours;Coordonnées personnelles;907.04
166;09/05/2026 16:51:52;;Souscription en cours;Coordonnées personnelles;481.10
167;09/05/2026 16:44:04;;Souscription en cours;Coordonnées personnelles;465.53
168;09/05/2026 16:44:04;;Souscription en cours;Coordonnées personnelles;513.31
169;09/05/2026 16:41:01;;Souscription non démarrée;Parcours non démarré;885.03
170;09/05/2026 16:41:01;;Souscription non démarrée;Parcours non démarré;747.31
171;09/05/2026 16:38:44;;Souscription non démarrée;Parcours non démarré;943.01
172;09/05/2026 16:38:44;;Souscription non démarrée;Parcours non démarré;822.22
173;09/05/2026 16:33:49;;Souscription en cours;Coordonnées personnelles;205.60
174;09/05/2026 16:33:49;;Souscription en cours;Coordonnées personnelles;689.50
175;09/05/2026 16:20:22;;Souscription en cours;Synchronisation référentiel personne NOVA;457.49
176;09/05/2026 16:20:22;;Souscription en cours;Synchronisation référentiel personne NOVA;833.48
177;09/05/2026 16:19:21;;Souscription en cours;Vérification d'identité;686.63
178;09/05/2026 16:19:21;;Souscription en cours;Vérification d'identité;658.92
179;09/05/2026 16:16:32;;Dossier validé;Parcours terminé;411.01
180;09/05/2026 16:16:32;;Dossier validé;Parcours terminé;924.73
181;09/05/2026 16:12:49;;Dossier validé;Parcours terminé;645.94
182;09/05/2026 16:12:49;;Dossier validé;Parcours terminé;380.38
183;09/05/2026 15:53:42;;Souscription en cours;Coordonnées personnelles;721.76
184;09/05/2026 15:53:42;;Souscription en cours;Coordonnées personnelles;422.38
185;09/05/2026 15:52:07;;Souscription en cours;Coordonnées personnelles;883.21
186;09/05/2026 15:52:07;;Souscription en cours;Coordonnées personnelles;614.42
187;09/05/2026 15:46:47;;Souscription en cours;Choix de l'offre et livraison;780.49
188;09/05/2026 15:46:47;;Souscription en cours;Choix de l'offre et livraison;716.19
189;09/05/2026 15:41:51;;Dossier validé;Parcours terminé;139.35
190;09/05/2026 15:41:51;;Dossier validé;Parcours terminé;536.56
191;09/05/2026 15:33:12;;Dossier validé;Parcours terminé;124.68
192;09/05/2026 15:33:12;;Dossier validé;Parcours terminé;191.39
193;09/05/2026 15:16:54;;Souscription en cours;Vérification d'identité;657.35
194;09/05/2026 15:16:54;;Souscription en cours;Vérification d'identité;702.97
195;09/05/2026 15:16:54;;Souscription en cours;Coordonnées personnelles;328.76
196;09/05/2026 15:16:54;;Souscription en cours;Coordonnées personnelles;409.52
197;09/05/2026 15:16:09;;Souscription en cours;Coordonnées personnelles;617.80
198;09/05/2026 15:16:09;;Souscription en cours;Coordonnées personnelles;524.21
199;09/05/2026 15:07:58;;Souscription en cours;Choix de l'offre et livraison;586.73
200;09/05/2026 15:07:58;;Souscription en cours;Choix de l'offre et livraison;460.75
201;09/05/2026 15:05:55;;Souscription non démarrée;Parcours non démarré;866.35
202;09/05/2026 15:05:55;;Souscription non démarrée;Parcours non démarré;775.04
203;09/05/2026 15:03:40;;Souscription en cours;Coordonnées personnelles;166.80
204;09/05/2026 15:03:40;;Souscription en cours;Coordonnées personnelles;222.68
205;09/05/2026 15:03:20;;Souscription en cours;Vérification d'identité;624.70
206;09/05/2026 15:03:20;;Souscription en cours;Vérification d'identité;906.36
207;09/05/2026 14:42:22;;Souscription en cours;Coordonnées personnelles;778.59
208;09/05/2026 14:42:22;;Souscription en cours;Coordonnées personnelles;687.10
209;09/05/2026 14:22:06;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;781.71
210;09/05/2026 14:22:06;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;110.17
211;09/05/2026 14:12:54;;Souscription non démarrée;Parcours non démarré;749.34
212;09/05/2026 14:12:54;;Souscription non démarrée;Parcours non démarré;277.81
213;09/05/2026 14:11:40;;Souscription en cours;Signature Contrat;512.68
214;09/05/2026 14:11:40;;Souscription en cours;Signature Contrat;256.44
215;09/05/2026 13:28:15;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;369.21
216;09/05/2026 13:28:15;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;914.55
217;09/05/2026 13:07:47;;Souscription en cours;Coordonnées personnelles;766.46
218;09/05/2026 13:07:47;;Souscription en cours;Coordonnées personnelles;506.49
219;09/05/2026 13:05:40;;Souscription en cours;Coordonnées personnelles;988.65
220;09/05/2026 13:05:40;;Souscription en cours;Coordonnées personnelles;618.10
221;09/05/2026 13:05:20;;Souscription en cours;Coordonnées personnelles;530.33
222;09/05/2026 13:05:20;;Souscription en cours;Coordonnées personnelles;887.29
223;09/05/2026 13:03:06;;Dossier validé;Parcours terminé;696.51
224;09/05/2026 13:03:06;;Dossier validé;Parcours terminé;328.56
225;09/05/2026 12:58:53;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;290.41
226;09/05/2026 12:58:53;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;599.97
227;09/05/2026 12:56:06;;Souscription en cours;Bénéficiaire effectifs;395.57
228;09/05/2026 12:56:06;;Souscription en cours;Bénéficiaire effectifs;974.31
229;09/05/2026 12:48:29;;Souscription non démarrée;Parcours non démarré;276.46
230;09/05/2026 12:48:29;;Souscription non démarrée;Parcours non démarré;755.68
231;09/05/2026 12:47:51;;Souscription en cours;Coordonnées personnelles;261.35
232;09/05/2026 12:47:51;;Souscription en cours;Coordonnées personnelles;353.56
233;09/05/2026 12:31:37;;Souscription en cours;Choix de l'offre et livraison;651.39
234;09/05/2026 12:31:37;;Souscription en cours;Choix de l'offre et livraison;539.87
235;09/05/2026 12:28:54;;Dossier validé;Parcours terminé;936.89
236;09/05/2026 12:28:54;;Dossier validé;Parcours terminé;596.02
237;09/05/2026 12:27:37;;Souscription en cours;Coordonnées personnelles;915.56
238;09/05/2026 12:27:37;;Souscription en cours;Coordonnées personnelles;256.61
239;09/05/2026 12:24:56;;Souscription en cours;Coordonnées personnelles;960.74
240;09/05/2026 12:24:56;;Souscription en cours;Coordonnées personnelles;497.77
241;09/05/2026 11:53:27;;Souscription en cours;Coordonnées personnelles;244.57
242;09/05/2026 11:53:27;;Souscription en cours;Coordonnées personnelles;536.41
