Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
1;31/05/2026 23:57:54;;Souscription non démarrée;Parcours non démarré;843.78
2;31/05/2026 23:57:54;;Souscription non démarrée;Parcours non démarré;566.79
3;31/05/2026 22:19:00;;Souscription en cours;Informations complémentaires (Etablissements, etc.);211.49
4;31/05/2026 22:19:00;;Souscription en cours;Informations complémentaires (Etablissements, etc.);473.84
5;31/05/2026 22:18:35;;Souscription en cours;Coordonnées personnelles;375.26
6;31/05/2026 22:18:35;;Souscription en cours;Coordonnées personnelles;641.54
7;31/05/2026 21:46:05;;Souscription en cours;Coordonnées personnelles;241.22
8;31/05/2026 21:46:05;;Souscription en cours;Coordonnées personnelles;990.23
9;31/05/2026 21:37:15;;Souscription en cours;Choix de l'offre et livraison;825.84
10;31/05/2026 21:37:15;;Souscription en cours;Choix de l'offre et livraison;910.96
11;31/05/2026 21:05:09;;Souscription en cours;Informations complémentaires (Etablissements, etc.);588.91
12;31/05/2026 21:05:09;;Souscription en cours;Informations complémentaires (Etablissements, etc.);988.19
13;31/05/2026 21:05:01;;Souscription en cours;Coordonnées personnelles;695.10
14;31/05/2026 21:05:01;;Souscription en cours;Coordonnées personnelles;571.63
15;31/05/2026 21:02:34;;Souscription en cours;Coordonnées personnelles;967.48
16;31/05/2026 21:02:34;;Souscription en cours;Coordonnées personnelles;218.40
17;31/05/2026 20:48:25;;Souscription en cours;Signature Contrat;676.04
18;31/05/2026 20:48:25;;Souscription en cours;Signature Contrat;705.74
19;31/05/2026 20:10:18;;Souscription en cours;Coordonnées personnelles;643.06
20;31/05/2026 20:10:18;;Souscription en cours;Coordonnées personnelles;827.85
21;31/05/2026 19:54:23;;Souscription en cours;Coordonnées personnelles;777.36
22;31/05/2026 19:54:23;;Souscription en cours;Coordonnées personnelles;552.86
23;31/05/2026 19:52:25;;Souscription en cours;Choix de l'offre et livraison;265.70
24;31/05/2026 19:52:25;;Souscription en cours;Choix de l'offre et livraison;290.15
25;31/05/2026 19:36:58;;Souscription en cours;Synchronisation référentiel personne NOVA;449.48
26;31/05/2026 19:36:58;;Souscription en cours;Synchronisation référentiel personne NOVA;607.39
27;31/05/2026 19:25:56;;Souscription en cours;Coordonnées personnelles;558.42
28;31/05/2026 19:25:56;;Souscription en cours;Coordonnées personnelles;384.96
29;31/05/2026 18:44:25;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);995.14
30;31/05/2026 18:44:25;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);888.02
31;31/05/2026 18:37:12;;Souscription en cours;Choix de l'offre et livraison;358.54
32;31/05/2026 18:37:12;;Souscription en cours;Choix de l'offre et livraison;282.14
33;31/05/2026 18:35:06;;Souscription en cours;Choix de l'offre et livraison;688.05
34;31/05/2026 18:35:06;;Souscription en cours;Choix de l'offre et livraison;610.12
35;31/05/2026 18:29:28;;Souscription en cours;Choix de l'offre et livraison;241.68
36;31/05/2026 18:29:28;;Souscription en cours;Choix de l'offre et livraison;251.38
37;31/05/2026 18:19:23;;Souscription non démarrée;Parcours non démarré;792.24
38;31/05/2026 18:19:23;;Souscription non démarrée;Parcours non démarré;832.38
39;31/05/2026 18:11:05;;Souscription en cours;Coordonnées personnelles;793.50
40;31/05/2026 18:11:05;;Souscription en cours;Coordonnées personnelles;742.60
41;31/05/2026 18:10:28;;Souscription en cours;Coordonnées personnelles;853.91
42;31/05/2026 18:10:28;;Souscription en cours;Coordonnées personnelles;616.96
43;31/05/2026 18:06:12;;Souscription en cours;Vérification d'identité;573.65
44;31/05/2026 18:06:12;;Souscription en cours;Vérification d'identité;905.84
45;31/05/2026 17:49:43;;Souscription en cours;Coordonnées personnelles;233.99
46;31/05/2026 17:49:43;;Souscription en cours;Coordonnées personnelles;382.49
47;31/05/2026 17:48:33;;Souscription en cours;Informations complémentaires (Etablissements, etc.);324.63
48;31/05/2026 17:48:33;;Souscription en cours;Informations complémentaires (Etablissements, etc.);303.39
49;31/05/2026 17:04:58;;Souscription en cours;Coordonnées personnelles;691.56
50;31/05/2026 17:04:58;;Souscription en cours;Coordonnées personnelles;817.60
51;31/05/2026 17:02:55;;Souscription en cours;Coordonnées personnelles;102.93
52;31/05/2026 17:02:55;;Souscription en cours;Coordonnées personnelles;768.58
53;31/05/2026 17:00:42;;Souscription en cours;Informations complémentaires (Etablissements, etc.);354.49
54;31/05/2026 17:00:42;;Souscription en cours;Informations complémentaires (Etablissements, etc.);361.12
55;31/05/2026 16:30:01;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);416.93
56;31/05/2026 16:30:01;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);210.19
57;31/05/2026 16:28:49;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;626.36
58;31/05/2026 16:28:49;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;767.18
59;31/05/2026 16:24:14;;Souscription en cours;Choix de l'offre et livraison;193.67
60;31/05/2026 16:24:14;;Souscription en cours;Choix de l'offre et livraison;966.54
61;31/05/2026 16:18:22;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;876.43
62;31/05/2026 16:18:22;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;504.61
63;31/05/2026 15:58:05;;Souscription non démarrée;Parcours non démarré;101.54
64;31/05/2026 15:58:05;;Souscription non démarrée;Parcours non démarré;378.20
65;31/05/2026 15:40:02;;Souscription en cours;Choix de l'offre et livraison;153.13
66;31/05/2026 15:40:02;;Souscription en cours;Choix de l'offre et livraison;370.77
67;31/05/2026 15:28:53;;Souscription en cours;Informations complémentaires (Etablissements, etc.);684.17
68;31/05/2026 15:28:53;;Souscription en cours;Informations complémentaires (Etablissements, etc.);276.79
69;31/05/2026 15:26:36;;Souscription en cours;Signature Contrat;346.21
70;31/05/2026 15:26:36;;Souscription en cours;Signature Contrat;916.71
71;31/05/2026 15:11:18;;Souscription en cours;Signature Contrat;945.53
72;31/05/2026 15:11:18;;Souscription en cours;Signature Contrat;669.70
73;31/05/2026 14:57:54;;Souscription en cours;Signature Contrat;874.42
74;31/05/2026 14:57:54;;Souscription en cours;Signature Contrat;414.39
75;31/05/2026 14:51:50;;Souscription en cours;Coordonnées personnelles;922.99
76;31/05/2026 14:51:50;;Souscription en cours;Coordonnées personnelles;882.11
77;31/05/2026 14:50:38;;Souscription non démarrée;Parcours non démarré;165.38
78;31/05/2026 14:50:38;;Souscription non démarrée;Parcours non démarré;739.85
79;31/05/2026 14:41:09;;Souscription en cours;Vérification d'identité;430.22
80;31/05/2026 14:41:09;;Souscription en cours;Vérification d'identité;267.36
81;31/05/2026 14:29:56;;Souscription en cours;Vérification d'identité;166.06
82;31/05/2026 14:29:56;;Souscription en cours;Vérification d'identité;646.78
83;31/05/2026 14:18:35;;Souscription non démarrée;Parcours non démarré;480.12
84;31/05/2026 14:18:35;;Souscription non démarrée;Parcours non démarré;678.52
85;31/05/2026 14:12:19;;Souscription en cours;Coordonnées personnelles;892.78
86;31/05/2026 14:12:19;;Souscription en cours;Coordonnées personnelles;235.98
87;31/05/2026 12:51:36;;Souscription en cours;Coordonnées personnelles;422.64
88;31/05/2026 12:51:36;;Souscription en cours;Coordonnées personnelles;137.21
89;31/05/2026 12:51:18;;Souscription en cours;Coordonnées personnelles;367.21
90;31/05/2026 12:51:18;;Souscription en cours;Coordonnées personnelles;172.63
91;31/05/2026 12:46:28;;Souscription en cours;Choix de l'offre et livraison;245.05
92;31/05/2026 12:46:28;;Souscription en cours;Choix de l'offre et livraison;624.05
93;31/05/2026 12:37:53;;Souscription en cours;Choix de l'offre et livraison;963.91
94;31/05/2026 12:37:53;;Souscription en cours;Choix de l'offre et livraison;209.24
95;31/05/2026 12:36:46;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);335.32
96;31/05/2026 12:36:46;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);594.89
97;31/05/2026 12:36:06;;Souscription en cours;Coordonnées personnelles;567.05
98;31/05/2026 12:36:06;;Souscription en cours;Coordonnées personnelles;325.16
99;31/05/2026 12:29:20;;Dossier validé;Parcours terminé;873.61
100;31/05/2026 12:29:20;;Dossier validé;Parcours terminé;677.96
101;31/05/2026 12:24:56;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;808.45
102;31/05/2026 12:24:56;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;297.63
103;31/05/2026 12:19:18;;Souscription en cours;Choix de l'offre et livraison;707.66
104;31/05/2026 12:19:18;;Souscription en cours;Choix de l'offre et livraison;414.61
105;31/05/2026 12:09:45;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);875.48
106;31/05/2026 12:09:45;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);519.71
107;31/05/2026 12:08:56;;Souscription en cours;Informations complémentaires (Etablissements, etc.);328.65
108;31/05/2026 12:08:56;;Souscription en cours;Informations complémentaires (Etablissements, etc.);435.38
109;31/05/2026 11:56:35;;Souscription en cours;Signature Contrat;687.67
110;31/05/2026 11:56:35;;Souscription en cours;Signature Contrat;730.09
111;31/05/2026 11:52:28;;Souscription en cours;Criblages BE(s);973.29
112;31/05/2026 11:52:28;;Souscription en cours;Criblages BE(s);790.82
113;31/05/2026 11:51:13;;Souscription non démarrée;Parcours non démarré;908.03
114;31/05/2026 11:51:13;;Souscription non démarrée;Parcours non démarré;302.27
115;31/05/2026 11:50:15;;Souscription en cours;Coordonnées personnelles;680.77
116;31/05/2026 11:50:15;;Souscription en cours;Coordonnées personnelles;881.36
117;31/05/2026 11:31:46;;Souscription en cours;Bénéficiaire effectifs;362.97
118;31/05/2026 11:31:46;;Souscription en cours;Bénéficiaire effectifs;716.09
119;31/05/2026 11:29:43;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;948.40
120;31/05/2026 11:29:43;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;397.45
121;31/05/2026 11:14:58;;Souscription en cours;Coordonnées personnelles;402.12
122;31/05/2026 11:14:58;;Souscription en cours;Coordonnées personnelles;809.37
123;31/05/2026 11:11:47;;Souscription en cours;Choix de l'offre et livraison;904.24
124;31/05/2026 11:11:47;;Souscription en cours;Choix de l'offre et livraison;903.25
125;31/05/2026 11:08:57;;Souscription non démarrée;Parcours non démarré;350.64
126;31/05/2026 11:08:57;;Souscription non démarrée;Parcours non démarré;122.76
127;31/05/2026 11:00:43;;Dossier validé;Parcours terminé;399.80
128;31/05/2026 11:00:43;;Dossier validé;Parcours terminé;579.04
129;31/05/2026 10:52:16;;Souscription en cours;Coordonnées personnelles;435.35
130;31/05/2026 10:52:16;;Souscription en cours;Coordonnées personnelles;521.03
131;31/05/2026 10:40:14;;Dossier refusé;Saisie société;384.66
132;31/05/2026 10:40:14;;Dossier refusé;Saisie société;207.07
133;31/05/2026 10:39:15;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;248.43
134;31/05/2026 10:39:15;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;375.45
135;31/05/2026 10:26:21;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);752.07
136;31/05/2026 10:26:21;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);119.53
137;31/05/2026 10:25:26;;Souscription en cours;Signature Contrat;701.18
138;31/05/2026 10:25:26;;Souscription en cours;Signature Contrat;595.85
139;31/05/2026 10:08:28;;Souscription non démarrée;Parcours non démarré;618.95
140;31/05/2026 10:08:28;;Souscription non démarrée;Parcours non démarré;935.92
141;31/05/2026 10:07:44;;Souscription non démarrée;Parcours non démarré;821.06
142;31/05/2026 10:07:44;;Souscription non démarrée;Parcours non démarré;563.48
