Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
1;02/07/2026 23:17:52;;Souscription en cours;Choix de l'offre et livraison;819.26
2;02/07/2026 23:17:52;;Souscription en cours;Choix de l'offre et livraison;709.98
3;02/07/2026 23:13:19;;Souscription en cours;Coordonnées personnelles;811.87
4;02/07/2026 23:13:19;;Souscription en cours;Coordonnées personnelles;792.01
5;02/07/2026 23:12:21;;Souscription en cours;Bénéficiaire effectifs;861.98
6;02/07/2026 23:12:21;;Souscription en cours;Bénéficiaire effectifs;636.17
7;02/07/2026 22:39:01;;Souscription en cours;Coordonnées personnelles;220.10
8;02/07/2026 22:39:01;;Souscription en cours;Coordonnées personnelles;425.36
9;02/07/2026 22:33:41;;Souscription en cours;Signature Contrat;129.93
10;02/07/2026 22:33:41;;Souscription en cours;Signature Contrat;629.91
11;02/07/2026 22:32:22;;Souscription en cours;Vérification d'identité;712.10
12;02/07/2026 22:32:22;;Souscription en cours;Vérification d'identité;660.40
13;02/07/2026 22:17:08;;Souscription en cours;Vérification d'identité;765.72
14;02/07/2026 22:17:08;;Souscription en cours;Vérification d'identité;669.53
15;02/07/2026 22:10:18;;Souscription en cours;Coordonnées personnelles;401.27
16;02/07/2026 22:10:18;;Souscription en cours;Coordonnées personnelles;601.24
17;02/07/2026 21:47:42;;Souscription en cours;Choix de l'offre et livraison;303.60
18;02/07/2026 21:47:42;;Souscription en cours;Choix de l'offre et livraison;937.86
19;02/07/2026 21:45:19;;Souscription en cours;Coordonnées personnelles;833.11
20;02/07/2026 21:45:19;;Souscription en cours;Coordonnées personnelles;112.28
21;02/07/2026 21:36:15;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);454.32
22;02/07/2026 21:36:15;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);903.01
23;02/07/2026 21:35:52;;Souscription en cours;Coordonnées personnelles;799.84
24;02/07/2026 21:35:52;;Souscription en cours;Coordonnées personnelles;268.27
25;02/07/2026 21:17:39;;Souscription en cours;Coordonnées personnelles;380.01
26;02/07/2026 21:17:39;;Souscription en cours;Coordonnées personnelles;200.38
27;02/07/2026 21:13:00;;Souscription en cours;Coordonnées personnelles;532.20
28;02/07/2026 21:13:00;;Souscription en cours;Coordonnées personnelles;391.96
29;02/07/2026 21:10:35;;Souscription non démarrée;Parcours non démarré;192.85
30;02/07/2026 21:10:35;;Souscription non démarrée;Parcours non démarré;757.25
31;02/07/2026 20:30:03;;Souscription en cours;Coordonnées personnelles;189.15
32;02/07/2026 20:30:03;;Souscription en cours;Coordonnées personnelles;149.16
33;02/07/2026 20:20:55;;Souscription non démarrée;Parcours non démarré;885.43
34;02/07/2026 20:20:55;;Souscription non démarrée;Parcours non démarré;589.05
35;02/07/2026 20:18:45;;Souscription en cours;Coordonnées personnelles;432.37
36;02/07/2026 20:18:45;;Souscription en cours;Coordonnées personnelles;667.55
37;02/07/2026 20:03:28;;Souscription en cours;Informations complémentaires (Etablissements, etc.);165.12
38;02/07/2026 20:03:28;;Souscription en cours;Informations complémentaires (Etablissements, etc.);391.67
39;02/07/2026 20:01:08;;Souscription en cours;Vérification d'identité;803.86
40;02/07/2026 20:01:08;;Souscription en cours;Vérification d'identité;672.96
41;02/07/2026 19:47:56;;Souscription en cours;Vérification d'identité;981.33
42;02/07/2026 19:47:56;;Souscription en cours;Vérification d'identité;804.95
43;02/07/2026 19:26:51;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);551.54
44;02/07/2026 19:26:51;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);918.01
45;02/07/2026 19:10:23;Hugo MARTIN;Dossier validé;Parcours terminé;763.96
46;02/07/2026 19:10:23;Hugo MARTIN;Dossier validé;Parcours terminé;313.88
47;02/07/2026 19:03:56;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;721.15
48;02/07/2026 19:03:56;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;226.31
49;02/07/2026 19:03:27;;Souscription en cours;Informations complémentaires (Etablissements, etc.);516.06
50;02/07/2026 19:03:27;;Souscription en cours;Informations complémentaires (Etablissements, etc.);291.03
51;02/07/2026 18:58:18;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;381.16
52;02/07/2026 18:58:18;;En attente d'analyse Agent - Dossier avec erreurs;Signature Contrat;404.58
53;02/07/2026 18:52:20;;Souscription en cours;Coordonnées personnelles;268.52
54;02/07/2026 18:52:20;;Souscription en cours;Coordonnées personnelles;951.77
55;02/07/2026 18:48:58;;Souscription en cours;Coordonnées personnelles;874.53
56;02/07/2026 18:48:58;;Souscription en cours;Coordonnées personnelles;394.63
57;02/07/2026 18:48:01;;Souscription en cours;Signature Contrat;261.23
58;02/07/2026 18:48:01;;Souscription en cours;Signature Contrat;370.04
59;02/07/2026 18:39:55;;Souscription en cours;Choix de l'offre et livraison;178.44
60;02/07/2026 18:39:55;;Souscription en cours;Choix de l'offre et livraison;362.12
61;02/07/2026 18:36:25;;Souscription en cours;Coordonnées personnelles;161.62
62;02/07/2026 18:36:25;;Souscription en cours;Coordonnées personnelles;893.33
63;02/07/2026 18:16:46;;Souscription en cours;Coordonnées personnelles;831.12
64;02/07/2026 18:16:46;;Souscription en cours;Coordonnées personnelles;231.43
65;02/07/2026 18:15:31;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);637.36
66;02/07/2026 18:15:31;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);288.72
67;02/07/2026 18:14:40;;Souscription en cours;Coordonnées personnelles;566.10
