Numéro;Date de création;Responsable;Statut;Étape en cours;Valeur
1;14/06/2026 23:10:34;;Souscription en cours;Coordonnées personnelles;514.18
2;14/06/2026 23:10:34;;Souscription en cours;Coordonnées personnelles;890.49
3;14/06/2026 23:03:17;;Souscription en cours;Synchronisation référentiel personne NOVA;272.44
4;14/06/2026 23:03:17;;Souscription en cours;Synchronisation référentiel personne NOVA;479.58
5;14/06/2026 22:31:53;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);718.42
6;14/06/2026 22:31:53;;Souscription en cours;Informations complémentaires (CA, Profession, etc.);839.34
7;14/06/2026 22:31:19;;Souscription en cours;Choix de l'offre et livraison;917.00
8;14/06/2026 22:31:19;;Souscription en cours;Choix de l'offre et livraison;519.20
9;14/06/2026 21:55:53;;Souscription en cours;Signature Contrat;819.29
10;14/06/2026 21:55:53;;Souscription en cours;Signature Contrat;730.91
11;14/06/2026 21:45:53;;Souscription en cours;Coordonnées personnelles;711.69
12;14/06/2026 21:45:53;;Souscription en cours;Coordonnées personnelles;581.00
13;14/06/2026 20:44:37;;Souscription en cours;Coordonnées personnelles;784.93
14;14/06/2026 20:44:37;;Souscription en cours;Coordonnées personnelles;100.41
15;14/06/2026 20:03:09;;Souscription en cours;Coordonnées personnelles;691.17
16;14/06/2026 20:03:09;;Souscription en cours;Coordonnées personnelles;939.59
17;14/06/2026 19:40:11;;Souscription en cours;Signature Contrat;124.93
18;14/06/2026 19:40:11;;Souscription en cours;Signature Contrat;952.96
19;14/06/2026 19:12:37;;Souscription en cours;Vérification d'identité;740.50
20;14/06/2026 19:12:37;;Souscription en cours;Vérification d'identité;314.20
21;14/06/2026 18:51:02;;Souscription en cours;Coordonnées personnelles;582.19
22;14/06/2026 18:51:02;;Souscription en cours;Coordonnées personnelles;522.86
23;14/06/2026 18:22:15;;Souscription en cours;Coordonnées personnelles;407.23
24;14/06/2026 18:22:15;;Souscription en cours;Coordonnées personnelles;672.35
25;14/06/2026 17:45:40;;Souscription en cours;Coordonnées personnelles;826.46
26;14/06/2026 17:45:40;;Souscription en cours;Coordonnées personnelles;576.44
27;14/06/2026 17:39:56;;Souscription en cours;Signature Contrat;347.06
28;14/06/2026 17:39:56;;Souscription en cours;Signature Contrat;438.30
29;14/06/2026 17:31:59;;Souscription non démarrée;Parcours non démarré;355.94
30;14/06/2026 17:31:59;;Souscription non démarrée;Parcours non démarré;832.80
31;14/06/2026 17:30:15;;Souscription en cours;Coordonnées personnelles;278.63
32;14/06/2026 17:30:15;;Souscription en cours;Coordonnées personnelles;220.76
33;14/06/2026 17:22:30;;Souscription en cours;Signature Contrat;162.58
34;14/06/2026 17:22:30;;Souscription en cours;Signature Contrat;540.17
35;14/06/2026 16:54:52;;Souscription en cours;Coordonnées personnelles;365.21
